"response__warnings__warning","response__warnings__description","response__total","response__dateFormat","response__frequency","response__data__period","response__data__subba","response__data__subba-name","response__data__parent","response__data__parent-name","response__data__value","response__data__value-units","response__description","request__command","request__params__frequency","request__params__data__-","request__params__sort__column","request__params__sort__direction","request__params__offset","request__params__length","request__params__api_key","apiVersion"
"","","","","","2023-07-21T09","LES","Lincoln Electric System","SWPP","Southwest Power Pool","318","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","VEA","Valley Electric Association","CISO","California Independent System Operator","79","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","12863","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","6557","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","1268","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","SCE","Southern California Edison","CISO","California Independent System Operator","14070","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","35","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","9018","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","ZONC","Central","NYIS","New York Independent System Operator","1513","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","ZONF","Capital","NYIS","New York Independent System Operator","1233","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","1478","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","872","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2270","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","ZONH","Millwood","NYIS","New York Independent System Operator","305","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3153","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1004","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","279","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","6065","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","ZONB","Genesee","NYIS","New York Independent System Operator","967","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","ZONJ","New York City","NYIS","New York Independent System Operator","5915","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","1645","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","12754","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1743","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","8542","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T09","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","5724","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","913","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","4261","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","14456","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","9739","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","LES","Lincoln Electric System","SWPP","Southwest Power Pool","327","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZONJ","New York City","NYIS","New York Independent System Operator","5921","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3384","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","745","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","4438","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2781","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2287","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZONH","Millwood","NYIS","New York Independent System Operator","303","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","27","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","17747","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","SPRM","City of Springfield","SWPP","Southwest Power Pool","383","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZONA","West","NYIS","New York Independent System Operator","1539","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4492","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","SCE","Southern California Edison","CISO","California Independent System Operator","15246","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","21609","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","35","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","9214","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","14360","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","74","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","16085","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","VEA","Valley Electric Association","CISO","California Independent System Operator","86","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1399","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","1270","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","1720","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","4705","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZONF","Capital","NYIS","New York Independent System Operator","1227","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","6582","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","2397","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZONK","Long Island","NYIS","New York Independent System Operator","2381","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","6075","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","1494","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","887","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","SECI","Sunflower Electric","SWPP","Southwest Power Pool","625","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","NTUA","Navajo Tribal Utility Authority","PNM","Public Service Company of New Mexico","26","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","629","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZOND","North","NYIS","New York Independent System Operator","616","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","9228","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","Frep","Freeport","PNM","Public Service Company of New Mexico","34","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","1394","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","EKPC","East Kentucky Power Cooperative zone","PJM","PJM Interconnection, LLC","1242","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","5909","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","8620","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","284","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZONB","Genesee","NYIS","New York Independent System Operator","968","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","4","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","4587","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1360","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","284","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1356","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","1","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","9352","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1010","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","PS","Public Service Electric & Gas zone","PJM","PJM Interconnection, LLC","4958","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","1692","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZONC","Central","NYIS","New York Independent System Operator","1508","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","1896","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3254","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","154","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","2854","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","13060","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","1551","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1727","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","1952","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3264","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","12748","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1127","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","27","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","INDN","Independence Power & Light","SWPP","Southwest Power Pool","101","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","4000","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","4117","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","WR","Westar Energy","SWPP","Southwest Power Pool","3422","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","56","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T08","ZONI","Dunwoodie","NYIS","New York Independent System Operator","623","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4624","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","6680","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZONA","West","NYIS","New York Independent System Operator","1565","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZONF","Capital","NYIS","New York Independent System Operator","1256","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","INDN","Independence Power & Light","SWPP","Southwest Power Pool","109","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZONK","Long Island","NYIS","New York Independent System Operator","2442","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1463","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","Frep","Freeport","PNM","Public Service Company of New Mexico","32","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","NTUA","Navajo Tribal Utility Authority","PNM","Public Service Company of New Mexico","26","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","10189","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","4","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","4815","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","663","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","6148","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","1","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","9663","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","1982","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","6209","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","WR","Westar Energy","SWPP","Southwest Power Pool","3582","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","292","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","57","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","16893","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","9740","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3442","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","4199","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZONJ","New York City","NYIS","New York Independent System Operator","6044","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","SPRM","City of Springfield","SWPP","Southwest Power Pool","407","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","LES","Lincoln Electric System","SWPP","Southwest Power Pool","344","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","2992","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","4611","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","8997","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZONI","Dunwoodie","NYIS","New York Independent System Operator","626","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","VEA","Valley Electric Association","CISO","California Independent System Operator","96","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","76","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","2986","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","SCE","Southern California Edison","CISO","California Independent System Operator","16609","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","PS","Public Service Electric & Gas zone","PJM","PJM Interconnection, LLC","5048","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","4346","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3362","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","13050","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1031","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3473","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","1787","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","27","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","18179","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2355","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","35","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","9547","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","22474","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","13415","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","158","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZONB","Genesee","NYIS","New York Independent System Operator","990","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1164","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","296","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","1428","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","772","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1414","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","4896","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","2002","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1748","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","1563","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","901","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZONC","Central","NYIS","New York Independent System Operator","1529","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","SECI","Sunflower Electric","SWPP","Southwest Power Pool","635","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZONH","Millwood","NYIS","New York Independent System Operator","309","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","4298","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","2463","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1401","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","15515","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","28","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","EKPC","East Kentucky Power Cooperative zone","PJM","PJM Interconnection, LLC","1372","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","1613","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","1776","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","1299","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","15006","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","ZOND","North","NYIS","New York Independent System Operator","618","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T07","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","974","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ZOND","North","NYIS","New York Independent System Operator","624","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","NCEN","North Central","ERCO","Electric Reliability Council of Texas, Inc.","18147","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","INDN","Independence Power & Light","SWPP","Southwest Power Pool","119","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","1","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10153","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ZONF","Capital","NYIS","New York Independent System Operator","1309","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","KCEC","Kit Carson Electric Cooperative","PNM","Public Service Company of New Mexico","31","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","10836","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","1360","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","BC","Baltimore Gas & Electric zone","PJM","PJM Interconnection, LLC","3590","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1711","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","15829","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","9520","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","3224","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","NTUA","Navajo Tribal Utility Authority","PNM","Public Service Company of New Mexico","29","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","VEA","Valley Electric Association","CISO","California Independent System Operator","107","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","723","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","76","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","SCE","Southern California Edison","CISO","California Independent System Operator","17876","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ATSI","American Transmission Systems, Inc. zone","PJM","PJM Interconnection, LLC","6899","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","EKPC","East Kentucky Power Cooperative zone","PJM","PJM Interconnection, LLC","1377","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","SCEN","South Central","ERCO","Electric Reliability Council of Texas, Inc.","10443","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ME","Metropolitan Edison zone","PJM","PJM Interconnection, LLC","1724","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3475","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","SECI","Sunflower Electric","SWPP","Southwest Power Pool","675","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","AP","Allegheny Power zone","PJM","PJM Interconnection, LLC","5139","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","13847","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1567","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","1686","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","920","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","4488","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","WEST","West","ERCO","Electric Reliability Council of Texas, Inc.","1548","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ZONH","Millwood","NYIS","New York Independent System Operator","324","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","3164","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","PS","Public Service Electric & Gas zone","PJM","PJM Interconnection, LLC","5244","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","SPRM","City of Springfield","SWPP","Southwest Power Pool","441","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","OKGE","Oklahoma Gas and Electric Co.","SWPP","Southwest Power Pool","4792","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","NPPD","Nebraska Public Power District","SWPP","Southwest Power Pool","2380","megawatthours","","","","","","","","","",""
